booking_id,adr,adults,agent,arrival_date_day_of_month,arrival_date_month,arrival_date_week_number,arrival_date_year,assigned_room_type,babies,booking_changes,booking_src_id,children,company,cost_amount,country,customer_src_id,customer_type,days_in_waiting_list,deposit_type,distribution_channel,hotel,is_canceled,is_repeated_guest,lead_time,market_segment,meal,previous_bookings_not_canceled,previous_cancellations,product_bundle_name,profit_amount,required_car_parking_spaces,reservation_status,reservation_status_date,reserved_room_type,sales_amount,source_system,source_table,stays_in_week_nights,stays_in_weekend_nights,total_of_special_requests,total_nights,city_name,country_name,hotel_key,hotel_src_id,hotel_name,star_rating
C0268068,126.9,2,9,23,11,36,2025,D,0,0,C268069,0,,0,GBR,GC268069,Transient,0,No Deposit,TA/TO,HTL-C-0037,1,0,285,Online TA,BB,0,0,ROOM_ONLY,0,0,Canceled,10/23/2016,D,0,CITY,SRC_CITY_HOTEL,5,2,1,7,Faro,United Kingdom,43,HTL-C-0043,Faro City Hotel 0037,3
C0270146,127.14,2,9,23,11,52,2025,A,0,0,C270147,0,,0,MAR,GC270147,Transient,0,No Deposit,TA/TO,HTL-C-0150,1,0,74,Online TA,SC,0,0,BUSINESS_STAY,0,0,Canceled,7/19/2017,A,0,CITY,SRC_CITY_HOTEL,5,2,1,7,Lisbon,Morocco,17,HTL-C-0017,Lisbon City Hotel 0150,4
C0272380,62,2,1,23,11,21,2025,A,0,0,C272381,0,,0,PRT,GC272381,Contract,0,Non Refund,TA/TO,HTL-C-0008,1,0,304,Groups,BB,0,1,BED_AND_BREAKFAST,0,0,Canceled,1/1/2015,A,0,CITY,SRC_CITY_HOTEL,1,1,0,2,Faro,Portugal,34,HTL-C-0034,Faro City Hotel 0008,5
C0274162,86,2,1,23,11,44,2025,A,0,0,C274163,0,,0,PRT,GC274163,Transient-Party,0,Non Refund,TA/TO,HTL-C-0198,1,0,179,Groups,HB,0,1,BED_AND_BREAKFAST,0,0,Canceled,7/9/2015,A,0,CITY,SRC_CITY_HOTEL,1,2,0,3,Porto,Portugal,3,HTL-C-0003,Porto City Hotel 0198,4
C0274201,75,2,1,23,11,20,2025,A,0,0,C274202,0,,0,PRT,GC274202,Transient,0,No Deposit,TA/TO,HTL-C-0173,1,0,147,Groups,BB,0,1,ROOM_ONLY,0,0,Canceled,7/10/2015,A,0,CITY,SRC_CITY_HOTEL,2,0,0,2,Porto,Portugal,7,HTL-C-0007,Porto City Hotel 0173,3
C0275218,171.33,2,14,23,11,47,2025,A,0,0,C275219,0,,0,PRT,GC275219,Transient,0,No Deposit,Direct,HTL-C-0186,1,0,9,Direct,BB,0,1,ROOM_ONLY,0,0,Canceled,9/16/2015,A,0,CITY,SRC_CITY_HOTEL,3,0,1,3,Porto,Portugal,8,HTL-C-0008,Porto City Hotel 0186,5
C0276493,65,1,,23,11,7,2025,A,0,0,C276494,0,40,45.5,PRT,GC276494,Transient-Party,0,No Deposit,Corporate,HTL-C-0199,0,1,0,Corporate,BB,2,0,FAMILY_STAY,19.5,0,Check-Out,1/21/2016,A,65,CITY,SRC_CITY_HOTEL,1,0,1,1,Porto,Portugal,9,HTL-C-0009,Porto City Hotel 0199,4
C0276887,65,1,,23,11,40,2025,A,0,0,C276888,0,40,45.5,PRT,GC276888,Transient,0,No Deposit,Corporate,HTL-C-0014,0,1,0,Corporate,BB,10,0,BED_AND_BREAKFAST,19.5,0,Check-Out,3/1/2016,A,65,CITY,SRC_CITY_HOTEL,0,1,1,1,Faro,Portugal,44,HTL-C-0044,Faro City Hotel 0014,5
C0276906,155,2,9,23,11,43,2025,E,0,0,C276907,0,,108.5,PRT,GC276907,Contract,0,No Deposit,TA/TO,HTL-C-0019,0,0,0,Online TA,BB,0,0,BUSINESS_STAY,46.5,0,Check-Out,10/20/2015,D,155,CITY,SRC_CITY_HOTEL,0,1,2,1,Faro,Portugal,33,HTL-C-0033,Faro City Hotel 0019,3
C0276913,96.3,2,9,23,11,32,2025,A,0,0,C276914,0,,134.82,NLD,GC276914,Contract,0,No Deposit,TA/TO,HTL-C-0081,0,0,31,Online TA,BB,0,0,LONG_STAY,57.78,0,Check-Out,10/20/2015,A,192.6,CITY,SRC_CITY_HOTEL,0,2,0,2,Faro,Netherlands,31,HTL-C-0031,Faro City Hotel 0081,4
C0277403,75,2,28,23,11,29,2025,D,0,0,C277404,0,,157.5,FRA,GC277404,Transient,0,No Deposit,TA/TO,HTL-C-0116,0,0,31,Offline TA/TO,BB,0,0,BUSINESS_STAY,67.5,0,Check-Out,10/28/2015,D,225,CITY,SRC_CITY_HOTEL,1,2,1,3,Lisbon,France,19,HTL-C-0019,Lisbon City Hotel 0116,4
C0278562,107,2,9,23,11,31,2025,A,0,0,C278563,0,,0,PRT,GC278563,Contract,0,No Deposit,TA/TO,HTL-C-0070,1,0,17,Online TA,BB,0,1,BUSINESS_STAY,0,0,Canceled,11/21/2015,A,0,CITY,SRC_CITY_HOTEL,1,1,0,2,Faro,Portugal,39,HTL-C-0039,Faro City Hotel 0070,4
C0279474,135,2,133,23,11,19,2025,A,0,0,C279475,0,,0,PRT,GC279475,Transient,0,Non Refund,TA/TO,HTL-C-0216,1,0,218,Groups,HB,0,1,ROOM_ONLY,0,0,Canceled,12/14/2015,A,0,CITY,SRC_CITY_HOTEL,2,0,0,2,Porto,Portugal,11,HTL-C-0011,Porto City Hotel 0216,3
C0279671,75,2,19,23,11,38,2025,A,0,0,C279672,0,,0,PRT,GC279672,Transient,44,Non Refund,TA/TO,HTL-C-0182,1,0,109,Offline TA/TO,BB,0,1,LONG_STAY,0,0,Canceled,12/18/2015,A,0,CITY,SRC_CITY_HOTEL,1,2,0,3,Porto,Portugal,9,HTL-C-0009,Porto City Hotel 0182,4
C0280182,79.43,1,1,23,11,4,2025,A,0,0,C280183,0,,0,PRT,GC280183,Transient,9,Non Refund,TA/TO,HTL-C-0103,1,0,97,Groups,HB,0,1,FAMILY_STAY,0,0,Canceled,12/23/2015,A,0,CITY,SRC_CITY_HOTEL,5,2,0,7,Lisbon,Portugal,26,HTL-C-0026,Lisbon City Hotel 0103,4
C0281707,97.1,1,7,23,11,27,2025,D,0,0,C281708,2,,339.85,BEL,GC281708,Transient,0,No Deposit,TA/TO,HTL-C-0089,0,0,12,Online TA,BB,0,0,ROOM_ONLY,145.65,0,Check-Out,2/12/2016,D,485.5,CITY,SRC_CITY_HOTEL,3,2,1,5,Lisbon,Belgium,22,HTL-C-0022,Lisbon City Hotel 0089,3
C0281713,89,2,9,23,11,18,2025,A,0,0,C281714,0,,124.6,BEL,GC281714,Transient,0,No Deposit,TA/TO,HTL-C-0072,0,0,28,Online TA,BB,0,0,FAMILY_STAY,53.4,0,Check-Out,2/12/2016,A,178,CITY,SRC_CITY_HOTEL,2,0,1,2,Faro,Belgium,43,HTL-C-0043,Faro City Hotel 0072,3
C0281960,147,2,14,23,11,49,2025,D,0,2,C281961,0,,411.6,ESP,GC281961,Transient,0,No Deposit,Direct,HTL-C-0118,0,0,3,Direct,HB,0,0,ROOM_ONLY,176.4,1,Check-Out,2/18/2016,D,588,CITY,SRC_CITY_HOTEL,2,2,0,4,Lisbon,Spain,20,HTL-C-0020,Lisbon City Hotel 0118,3
C0282024,81,1,,23,11,37,2025,A,0,0,C282025,0,67,56.7,PRT,GC282025,Transient-Party,0,No Deposit,TA/TO,HTL-C-0024,0,0,15,Corporate,BB,0,0,FAMILY_STAY,24.3,0,Check-Out,2/20/2016,A,81,CITY,SRC_CITY_HOTEL,1,0,0,1,Faro,Portugal,41,HTL-C-0041,Faro City Hotel 0024,3
C0028215,96.4,2,58,23,11,21,2025,A,0,0,C28216,0,,0,PRT,GC28216,Transient,0,Non Refund,TA/TO,HTL-C-0107,1,0,179,Offline TA/TO,BB,0,0,LONG_STAY,0,0,Canceled,11/17/2016,A,0,CITY,SRC_CITY_HOTEL,2,1,0,3,Lisbon,Portugal,25,HTL-C-0025,Lisbon City Hotel 0107,4
C0283752,79.17,1,1,23,11,34,2025,A,0,1,C283753,0,,166.257,USA,GC283753,Transient-Party,0,No Deposit,TA/TO,HTL-C-0125,0,0,5,Groups,BB,0,0,BUSINESS_STAY,71.253,0,Check-Out,3/22/2016,A,237.51,CITY,SRC_CITY_HOTEL,1,2,0,3,Lisbon,United States,19,HTL-C-0019,Lisbon City Hotel 0125,4
C0283925,141,2,9,23,11,13,2025,B,0,0,C283926,0,,98.7,CHN,GC283926,Transient,0,No Deposit,TA/TO,HTL-C-0182,0,0,0,Online TA,BB,0,0,BUSINESS_STAY,42.3,0,Check-Out,3/25/2016,A,141,CITY,SRC_CITY_HOTEL,1,0,0,1,Porto,China,10,HTL-C-0010,Porto City Hotel 0182,4
C0002864,98,1,30,23,11,1,2025,D,0,0,C2865,0,,0,PRT,GC2865,Transient,0,No Deposit,TA/TO,HTL-C-0138,1,0,2,Groups,HB,0,0,BUSINESS_STAY,0,0,Canceled,9/11/2015,A,0,CITY,SRC_CITY_HOTEL,2,0,0,2,Lisbon,Portugal,26,HTL-C-0026,Lisbon City Hotel 0138,4
C0287010,150.45,3,9,23,11,47,2025,E,0,0,C287011,0,,526.575,ITA,GC287011,Transient,0,No Deposit,TA/TO,HTL-C-0103,0,0,55,Online TA,BB,0,0,BED_AND_BREAKFAST,225.675,0,Check-Out,5/17/2016,D,752.25,CITY,SRC_CITY_HOTEL,3,2,2,5,Lisbon,Italy,20,HTL-C-0020,Lisbon City Hotel 0103,3
C0287759,75,2,28,23,11,4,2025,D,0,0,C287760,0,,210,CHE,GC287760,Transient,0,No Deposit,TA/TO,HTL-C-0090,0,0,109,Offline TA/TO,BB,0,0,ROOM_ONLY,90,0,Check-Out,5/27/2016,A,300,CITY,SRC_CITY_HOTEL,3,1,0,4,Lisbon,Switzerland,30,HTL-C-0030,Lisbon City Hotel 0090,3
C0288040,111.35,2,9,23,11,33,2025,D,0,0,C288041,0,,311.78,BEL,GC288041,Transient,0,No Deposit,TA/TO,HTL-C-0165,0,0,16,Online TA,BB,0,0,FAMILY_STAY,133.62,0,Check-Out,6/2/2016,D,445.4,CITY,SRC_CITY_HOTEL,2,2,2,4,Lisbon,Belgium,17,HTL-C-0017,Lisbon City Hotel 0165,4
C0288370,119,2,9,23,11,48,2025,A,0,0,C288371,0,,166.6,PRT,GC288371,Transient,0,No Deposit,TA/TO,HTL-C-0143,0,0,2,Online TA,SC,0,0,BED_AND_BREAKFAST,71.4,0,Check-Out,6/6/2016,A,238,CITY,SRC_CITY_HOTEL,1,1,1,2,Lisbon,Portugal,19,HTL-C-0019,Lisbon City Hotel 0143,4
C0289703,115,2,6,23,11,29,2025,D,0,0,C289704,0,,161,DEU,GC289704,Transient-Party,0,No Deposit,TA/TO,HTL-C-0022,0,0,265,Offline TA/TO,HB,0,0,BED_AND_BREAKFAST,69,0,Check-Out,6/26/2016,A,230,CITY,SRC_CITY_HOTEL,2,0,1,2,Faro,Germany,45,HTL-C-0045,Faro City Hotel 0022,3
C0290381,107.1,2,9,23,11,10,2025,A,0,0,C290382,0,,149.94,AUS,GC290382,Transient,0,No Deposit,TA/TO,HTL-C-0190,0,0,77,Online TA,SC,0,0,BUSINESS_STAY,64.26,0,Check-Out,7/7/2016,A,214.2,CITY,SRC_CITY_HOTEL,2,0,1,2,Porto,Australia,11,HTL-C-0011,Porto City Hotel 0190,3
C0290656,107.95,2,9,23,11,48,2025,A,0,0,C290657,0,,377.825,BEL,GC290657,Transient,0,No Deposit,TA/TO,HTL-C-0068,0,0,130,Online TA,BB,0,0,FAMILY_STAY,161.925,0,Check-Out,7/11/2016,A,539.75,CITY,SRC_CITY_HOTEL,4,1,0,5,Faro,Belgium,39,HTL-C-0039,Faro City Hotel 0068,4
C0291354,126,1,195,23,11,46,2025,A,0,0,C291355,0,,88.2,NLD,GC291355,Transient,0,No Deposit,GDS,HTL-C-0215,0,0,22,Offline TA/TO,BB,0,0,LONG_STAY,37.8,0,Check-Out,7/21/2016,A,126,CITY,SRC_CITY_HOTEL,1,0,0,1,Porto,Netherlands,14,HTL-C-0014,Porto City Hotel 0215,3
C0291461,115,2,6,23,11,14,2025,A,0,0,C291462,0,,161,DEU,GC291462,Transient-Party,0,No Deposit,TA/TO,HTL-C-0037,0,0,292,Offline TA/TO,HB,0,0,BED_AND_BREAKFAST,69,0,Check-Out,7/23/2016,A,230,CITY,SRC_CITY_HOTEL,2,0,0,2,Faro,Germany,45,HTL-C-0045,Faro City Hotel 0037,3
C0029178,150,2,9,23,11,29,2025,D,0,0,C29179,0,,0,AGO,GC29179,Transient,0,No Deposit,TA/TO,HTL-C-0143,1,0,10,Online TA,BB,0,0,FAMILY_STAY,0,0,Canceled,5/18/2017,D,0,CITY,SRC_CITY_HOTEL,1,2,1,3,Lisbon,Angola,24,HTL-C-0024,Lisbon City Hotel 0143,4
C0291935,96.3,2,9,23,11,40,2025,A,0,0,C291936,0,,134.82,SWE,GC291936,Transient-Party,0,No Deposit,TA/TO,HTL-C-0023,0,0,186,Online TA,BB,0,0,ROOM_ONLY,57.78,0,Check-Out,7/30/2016,A,192.6,CITY,SRC_CITY_HOTEL,2,0,1,2,Faro,Sweden,31,HTL-C-0031,Faro City Hotel 0023,4
C0292157,65,1,,23,11,10,2025,A,0,0,C292158,0,40,45.5,PRT,GC292158,Transient,0,No Deposit,Corporate,HTL-C-0189,0,1,3,Corporate,BB,10,0,BUSINESS_STAY,19.5,0,Check-Out,1/24/2017,A,65,CITY,SRC_CITY_HOTEL,0,1,1,1,Porto,Portugal,15,HTL-C-0015,Porto City Hotel 0189,3
C0292902,96,2,6,23,11,13,2025,E,0,0,C292903,0,,67.2,DEU,GC292903,Transient-Party,147,No Deposit,TA/TO,HTL-C-0089,0,0,221,Offline TA/TO,HB,0,0,LONG_STAY,28.8,0,Check-Out,8/13/2016,A,96,CITY,SRC_CITY_HOTEL,1,0,1,1,Lisbon,Germany,17,HTL-C-0017,Lisbon City Hotel 0089,4
C0293736,138,2,14,23,11,19,2025,G,0,0,C293737,0,,193.2,FRA,GC293737,Group,0,No Deposit,TA/TO,HTL-C-0103,0,0,5,Direct,BB,0,0,BUSINESS_STAY,82.8,0,Check-Out,8/24/2016,A,276,CITY,SRC_CITY_HOTEL,1,1,2,2,Lisbon,France,27,HTL-C-0027,Lisbon City Hotel 0103,3
C0294302,90.95,2,9,23,11,8,2025,A,0,2,C294303,0,,254.66,BEL,GC294303,Transient,0,No Deposit,TA/TO,HTL-C-0114,0,0,200,Online TA,BB,0,0,BUSINESS_STAY,109.14,0,Check-Out,9/2/2016,A,363.8,CITY,SRC_CITY_HOTEL,3,1,0,4,Lisbon,Belgium,26,HTL-C-0026,Lisbon City Hotel 0114,4
C0294374,80.75,2,168,23,11,19,2025,A,0,0,C294375,0,,169.575,DEU,GC294375,Transient,0,No Deposit,TA/TO,HTL-C-0184,0,0,70,Offline TA/TO,BB,0,0,LONG_STAY,72.675,0,Check-Out,9/3/2016,A,242.25,CITY,SRC_CITY_HOTEL,3,0,0,3,Porto,Germany,2,HTL-C-0002,Porto City Hotel 0184,5
C0294577,118.8,2,9,23,11,18,2025,A,0,1,C294578,0,,249.48,DEU,GC294578,Transient,0,No Deposit,TA/TO,HTL-C-0162,0,0,128,Online TA,SC,0,0,BUSINESS_STAY,106.92,0,Check-Out,9/5/2016,A,356.4,CITY,SRC_CITY_HOTEL,2,1,1,3,Lisbon,Germany,16,HTL-C-0016,Lisbon City Hotel 0162,3
C0294719,164,2,9,23,11,26,2025,D,0,0,C294720,0,,344.4,IRL,GC294720,Transient,0,No Deposit,TA/TO,HTL-C-0197,0,0,10,Online TA,BB,0,0,BUSINESS_STAY,147.6,0,Check-Out,9/8/2016,D,492,CITY,SRC_CITY_HOTEL,2,1,1,3,Porto,Ireland,6,HTL-C-0006,Porto City Hotel 0197,3
C0295657,187,2,9,23,11,28,2025,A,0,0,C295658,1,,130.9,PRT,GC295658,Transient,0,No Deposit,TA/TO,HTL-C-0215,0,0,11,Online TA,BB,0,0,LONG_STAY,56.1,0,Check-Out,9/20/2016,A,187,CITY,SRC_CITY_HOTEL,0,1,2,1,Porto,Portugal,10,HTL-C-0010,Porto City Hotel 0215,4
C0296640,96,2,1,23,11,16,2025,A,0,1,C296641,0,,201.6,ITA,GC296641,Transient-Party,174,No Deposit,TA/TO,HTL-C-0080,0,0,281,Groups,HB,0,0,LONG_STAY,86.4,0,Check-Out,10/4/2016,A,288,CITY,SRC_CITY_HOTEL,1,2,0,3,Faro,Italy,32,HTL-C-0032,Faro City Hotel 0080,3
C0296834,126,2,9,23,11,38,2025,A,0,0,C296835,0,,88.2,FRA,GC296835,Transient,0,No Deposit,TA/TO,HTL-C-0072,0,0,33,Online TA,SC,0,0,BUSINESS_STAY,37.8,0,Check-Out,10/7/2016,A,126,CITY,SRC_CITY_HOTEL,1,0,1,1,Faro,France,35,HTL-C-0035,Faro City Hotel 0072,5
C0297000,90,2,193,23,11,43,2025,A,0,0,C297001,0,,126,POL,GC297001,Transient-Party,0,No Deposit,Corporate,HTL-C-0193,0,0,88,Corporate,BB,0,0,ROOM_ONLY,54,0,Check-Out,10/9/2016,A,180,CITY,SRC_CITY_HOTEL,2,0,1,2,Porto,Poland,4,HTL-C-0004,Porto City Hotel 0193,4
C0297182,215.6,3,7,23,11,42,2025,G,0,0,C297183,0,,603.68,GBR,GC297183,Transient,0,No Deposit,TA/TO,HTL-C-0090,0,0,3,Online TA,BB,0,0,LONG_STAY,258.72,0,Check-Out,10/11/2016,G,862.4,CITY,SRC_CITY_HOTEL,2,2,1,4,Lisbon,United Kingdom,18,HTL-C-0018,Lisbon City Hotel 0090,4
C0297463,80.75,2,85,23,11,38,2025,A,0,0,C297464,0,,226.1,DEU,GC297464,Transient,0,No Deposit,TA/TO,HTL-C-0178,0,0,112,Offline TA/TO,BB,0,0,FAMILY_STAY,96.9,0,Check-Out,10/14/2016,A,323,CITY,SRC_CITY_HOTEL,3,1,0,4,Porto,Germany,13,HTL-C-0013,Porto City Hotel 0178,5
C0297494,80,1,56,23,11,15,2025,A,0,0,C297495,0,,56,PRT,GC297495,Transient-Party,0,No Deposit,TA/TO,HTL-C-0243,0,0,238,Offline TA/TO,BB,0,0,BED_AND_BREAKFAST,24,0,Check-Out,10/14/2016,A,80,CITY,SRC_CITY_HOTEL,1,0,0,1,Porto,Portugal,3,HTL-C-0003,Porto City Hotel 0243,4
C0297957,85.5,2,9,23,11,16,2025,A,0,0,C297958,0,,179.55,HUN,GC297958,Transient,0,No Deposit,TA/TO,HTL-C-0226,0,0,179,Online TA,SC,0,0,BED_AND_BREAKFAST,76.95,0,Check-Out,10/22/2016,A,256.5,CITY,SRC_CITY_HOTEL,3,0,2,3,Porto,Hungary,4,HTL-C-0004,Porto City Hotel 0226,4
C0298637,104.4,2,9,23,11,12,2025,D,0,0,C298638,0,,219.24,DEU,GC298638,Transient,0,No Deposit,TA/TO,HTL-C-0008,0,0,130,Online TA,BB,0,0,BUSINESS_STAY,93.96,0,Check-Out,11/1/2016,D,313.2,CITY,SRC_CITY_HOTEL,1,2,2,3,Faro,Germany,41,HTL-C-0041,Faro City Hotel 0008,3
C0298975,120,2,9,23,11,27,2025,A,0,0,C298976,0,,84,GBR,GC298976,Transient,0,No Deposit,TA/TO,HTL-C-0059,0,0,4,Online TA,BB,0,0,ROOM_ONLY,36,1,Check-Out,11/6/2016,A,120,CITY,SRC_CITY_HOTEL,1,0,2,1,Faro,United Kingdom,31,HTL-C-0031,Faro City Hotel 0059,4
C0298976,120,1,359,23,11,24,2025,A,0,0,C298977,0,,84,PRT,GC298977,Transient-Party,0,No Deposit,TA/TO,HTL-C-0039,0,0,8,Offline TA/TO,BB,0,0,LONG_STAY,36,0,Check-Out,11/6/2016,A,120,CITY,SRC_CITY_HOTEL,1,0,0,1,Faro,Portugal,40,HTL-C-0040,Faro City Hotel 0039,4
C0300005,75,1,,23,11,22,2025,A,0,1,C300006,0,233,105,GBR,GC300006,Transient,0,No Deposit,Corporate,HTL-C-0243,0,0,215,Groups,BB,0,0,FAMILY_STAY,45,0,Check-Out,11/23/2016,A,150,CITY,SRC_CITY_HOTEL,1,1,0,2,Porto,United Kingdom,7,HTL-C-0007,Porto City Hotel 0243,3
C0300507,76,1,,23,11,50,2025,A,0,0,C300508,0,,106.4,POL,GC300508,Transient-Party,0,No Deposit,Direct,HTL-C-0088,0,0,21,Groups,BB,0,0,LONG_STAY,45.6,0,Check-Out,12/2/2016,A,152,CITY,SRC_CITY_HOTEL,2,0,0,2,Lisbon,Poland,25,HTL-C-0025,Lisbon City Hotel 0088,4
C0300605,126,3,9,23,11,34,2025,D,0,0,C300606,0,,88.2,PRT,GC300606,Transient,0,No Deposit,TA/TO,HTL-C-0243,0,0,65,Online TA,BB,0,0,ROOM_ONLY,37.8,0,Check-Out,12/4/2016,D,126,CITY,SRC_CITY_HOTEL,1,0,1,1,Porto,Portugal,4,HTL-C-0004,Porto City Hotel 0243,4
C0300626,91.5,2,9,23,11,14,2025,D,0,0,C300627,0,,128.1,DEU,GC300627,Transient,0,No Deposit,TA/TO,HTL-C-0055,0,0,16,Online TA,SC,0,0,BED_AND_BREAKFAST,54.9,0,Check-Out,12/4/2016,A,183,CITY,SRC_CITY_HOTEL,2,0,1,2,Faro,Germany,36,HTL-C-0036,Faro City Hotel 0055,5
C0030124,140,2,,23,11,48,2025,A,0,0,C30125,0,,0,PRT,GC30125,Transient,0,Non Refund,TA/TO,HTL-C-0111,1,0,173,Groups,BB,0,0,BUSINESS_STAY,0,0,Canceled,12/20/2016,A,0,CITY,SRC_CITY_HOTEL,3,2,0,5,Lisbon,Portugal,16,HTL-C-0016,Lisbon City Hotel 0111,3
C0030358,104,1,27,23,11,26,2025,D,0,0,C30359,0,,0,PRT,GC30359,Transient-Party,0,No Deposit,TA/TO,HTL-C-0188,1,0,141,Offline TA/TO,BB,0,0,ROOM_ONLY,0,0,Canceled,6/8/2017,D,0,CITY,SRC_CITY_HOTEL,2,1,0,3,Porto,Portugal,4,HTL-C-0004,Porto City Hotel 0188,4
C0303633,163,2,14,23,11,49,2025,D,0,1,C303634,0,,114.1,PRT,GC303634,Transient,0,No Deposit,Direct,HTL-C-0080,0,0,12,Direct,HB,0,0,BUSINESS_STAY,48.9,1,Check-Out,2/14/2017,D,163,CITY,SRC_CITY_HOTEL,0,1,1,1,Faro,Portugal,37,HTL-C-0037,Faro City Hotel 0080,4
C0306816,92.4,2,9,23,11,3,2025,A,0,0,C306817,0,,194.04,IRL,GC306817,Transient,0,No Deposit,TA/TO,HTL-C-0047,0,0,75,Online TA,SC,0,0,LONG_STAY,83.16,0,Check-Out,4/3/2017,A,277.2,CITY,SRC_CITY_HOTEL,2,1,1,3,Faro,Ireland,39,HTL-C-0039,Faro City Hotel 0047,4
C0030744,108,2,9,23,11,23,2025,A,0,0,C30745,0,,0,GBR,GC30745,Transient,0,No Deposit,TA/TO,HTL-C-0111,1,0,115,Online TA,SC,0,0,BED_AND_BREAKFAST,0,0,Canceled,3/23/2017,A,0,CITY,SRC_CITY_HOTEL,2,0,0,2,Lisbon,United Kingdom,25,HTL-C-0025,Lisbon City Hotel 0111,4
C0308678,130.5,2,9,23,11,19,2025,D,1,3,C308679,0,,274.05,FRA,GC308679,Transient,0,No Deposit,TA/TO,HTL-C-0131,0,0,17,Online TA,BB,0,0,FAMILY_STAY,117.45,0,Check-Out,5/1/2017,D,391.5,CITY,SRC_CITY_HOTEL,2,1,2,3,Lisbon,France,20,HTL-C-0020,Lisbon City Hotel 0131,3
