booking_id,adr,adults,agent,arrival_date_day_of_month,arrival_date_month,arrival_date_week_number,arrival_date_year,assigned_room_type,babies,booking_changes,booking_src_id,children,company,cost_amount,country,customer_src_id,customer_type,days_in_waiting_list,deposit_type,distribution_channel,hotel,is_canceled,is_repeated_guest,lead_time,market_segment,meal,previous_bookings_not_canceled,previous_cancellations,product_bundle_name,profit_amount,required_car_parking_spaces,reservation_status,reservation_status_date,reserved_room_type,sales_amount,source_system,source_table,stays_in_week_nights,stays_in_weekend_nights,total_of_special_requests,total_nights,city_name,country_name,hotel_key,hotel_src_id,hotel_name,star_rating
R0332425,120,2,15.0,23,11,24,2025,E,0,0,R332426,0.0,,0,PRT,GR332426,Transient,0,No Deposit,TA/TO,HTL-R-0050,1,0,87,Online TA,BB,0,0,WEEKEND_GETAWAY,0,0,No-Show,2017-06-04,E,0,RESORT,SRC_RESORT_HOTEL,2,2,0,4,Albufeira,Portugal,,HTL-R-A2C8EC51E8,Albufeira Resort Hotel 0050,4
R0332883,121,2,,23,11,43,2025,A,0,0,R332884,0.0,,0,PRT,GR332884,Transient,0,No Deposit,Direct,HTL-R-0150,1,0,104,Direct,BB,0,0,FAMILY_PACKAGE,0,0,Canceled,2017-06-20,A,0,RESORT,SRC_RESORT_HOTEL,5,0,1,5,Funchal,Portugal,,HTL-R-557B59ECA9,Funchal Resort Hotel 0150,5
R0333002,152,2,240.0,23,11,1,2025,A,0,0,R333003,0.0,,0,PRT,GR333003,Transient,0,No Deposit,TA/TO,HTL-R-0120,1,0,159,Online TA,HB,0,0,FAMILY_PACKAGE,0,0,Canceled,2017-05-16,A,0,RESORT,SRC_RESORT_HOTEL,3,1,0,4,Funchal,Portugal,,HTL-R-F6E7906C64,Funchal Resort Hotel 0120,3
R0333540,305,2,240.0,23,11,22,2025,G,0,0,R333541,2.0,,0,MAR,GR333541,Transient,0,No Deposit,TA/TO,HTL-R-0065,1,0,56,Online TA,BB,0,0,ALL_INCLUSIVE,0,0,Canceled,2017-06-18,G,0,RESORT,SRC_RESORT_HOTEL,5,2,1,7,Albufeira,Morocco,,HTL-R-9F42F4FDE8,Albufeira Resort Hotel 0065,3
R0333886,388,3,240.0,23,11,3,2025,H,0,0,R333887,1.0,,0,ESP,GR333887,Transient,0,No Deposit,TA/TO,HTL-R-0157,1,0,53,Online TA,HB,0,0,FAMILY_PACKAGE,0,0,Canceled,2017-06-22,H,0,RESORT,SRC_RESORT_HOTEL,2,1,0,3,Funchal,Spain,,HTL-R-8D09620699,Funchal Resort Hotel 0157,4
R0334141,270,2,240.0,23,11,23,2025,C,0,0,R334142,2.0,,0,GBR,GR334142,Transient,0,No Deposit,TA/TO,HTL-R-0036,1,0,90,Online TA,BB,0,0,STANDARD_RESORT,0,0,Canceled,2017-06-13,C,0,RESORT,SRC_RESORT_HOTEL,2,2,1,4,Albufeira,United Kingdom,,HTL-R-6D41370B9D,Albufeira Resort Hotel 0036,5
R0334785,38,2,,23,11,1,2025,A,0,0,R334786,0.0,,51.68,N. A.,GR334786,Transient,0,No Deposit,Direct,HTL-R-0071,0,0,4,Direct,BB,0,0,FAMILY_PACKAGE,24.32,0,Check-Out,2016-10-30,A,76,RESORT,SRC_RESORT_HOTEL,2,0,0,2,Albufeira,n. a.,,HTL-R-E379F2FC09,Albufeira Resort Hotel 0071,5
R0334787,30,1,,23,11,36,2025,D,0,0,R334788,0.0,9.0,40.8,N. A.,GR334788,Transient,0,No Deposit,Corporate,HTL-R-0151,0,0,1,Corporate,BB,4,0,WEEKEND_GETAWAY,19.2,0,Check-Out,2016-02-04,A,60,RESORT,SRC_RESORT_HOTEL,2,0,0,2,Funchal,n. a.,,HTL-R-E20D53DE70,Funchal Resort Hotel 0151,5
R0334916,49,1,,23,11,52,2025,D,0,0,R334917,0.0,,33.32,N. A.,GR334917,Transient,0,No Deposit,Direct,HTL-R-0136,0,0,4,Direct,BB,0,0,SPA_ESCAPE,15.68,0,Check-Out,2016-01-27,A,49,RESORT,SRC_RESORT_HOTEL,1,0,0,1,Funchal,n. a.,,HTL-R-D8F82C3D49,Funchal Resort Hotel 0136,3
R0335290,134,2,240.0,23,11,44,2025,A,0,0,R335291,0.0,,0,PRT,GR335291,Transient,0,No Deposit,TA/TO,HTL-R-0088,1,0,210,Online TA,BB,0,1,WEEKEND_GETAWAY,0,0,Canceled,2015-02-05,A,0,RESORT,SRC_RESORT_HOTEL,5,0,1,5,Funchal,Portugal,,HTL-R-B644EB4B9A,Funchal Resort Hotel 0088,4
R0335756,56.4,1,,23,11,21,2025,A,0,0,R335757,0.0,338.0,76.704,PRT,GR335757,Transient,0,No Deposit,Direct,HTL-R-0204,0,1,7,Direct,BB,4,0,SPA_ESCAPE,36.096,1,Check-Out,2016-04-28,A,112.8,RESORT,SRC_RESORT_HOTEL,2,0,0,2,Lagos,Portugal,,HTL-R-9D881E8B41,Lagos Resort Hotel 0204,5
R0336044,135,2,,23,11,16,2025,D,1,0,R336045,0.0,,550.8,PRT,GR336045,Transient,0,No Deposit,Direct,HTL-R-0067,0,0,67,Direct,BB,0,0,STANDARD_RESORT,259.2,0,Check-Out,2015-07-26,D,810,RESORT,SRC_RESORT_HOTEL,5,1,2,6,Albufeira,Portugal,,HTL-R-67257FCE3A,Albufeira Resort Hotel 0067,5
R0336797,173,2,240.0,23,11,18,2025,E,0,0,R336798,0.0,,352.92,IRL,GR336798,Transient,0,No Deposit,TA/TO,HTL-R-0216,0,0,50,Online TA,BB,0,0,ALL_INCLUSIVE,166.08,0,Check-Out,2015-08-23,D,519,RESORT,SRC_RESORT_HOTEL,3,0,3,3,Lagos,Ireland,,HTL-R-2DBA30AB7D,Lagos Resort Hotel 0216,4
R0338777,57,1,185.0,23,11,47,2025,G,0,2,R338778,0.0,281.0,581.4,AUT,GR338778,Transient-Party,0,No Deposit,Corporate,HTL-R-0201,0,0,31,Corporate,BB,0,0,FAMILY_PACKAGE,273.6,1,Check-Out,2015-11-17,E,855,RESORT,SRC_RESORT_HOTEL,10,5,0,15,Lagos,Austria,,HTL-R-D4402F7A27,Lagos Resort Hotel 0201,5
R0338861,43,2,,23,11,2,2025,D,0,1,R338862,0.0,80.0,87.72,PRT,GR338862,Transient,0,No Deposit,Corporate,HTL-R-0028,0,0,2,Corporate,BB,0,0,SPA_ESCAPE,41.28,0,Check-Out,2015-11-18,A,129,RESORT,SRC_RESORT_HOTEL,1,2,0,3,Albufeira,Portugal,,HTL-R-DFD5888853,Albufeira Resort Hotel 0028,4
R0339271,53,2,,23,11,47,2025,D,0,0,R339272,0.0,,0,PRT,GR339272,Transient,0,No Deposit,Direct,HTL-R-0216,1,1,1,Direct,BB,2,0,ALL_INCLUSIVE,0,0,Canceled,2016-01-30,D,0,RESORT,SRC_RESORT_HOTEL,1,0,0,1,Lagos,Portugal,,HTL-R-5F8E1425ED,Lagos Resort Hotel 0216,4
R0339543,68,2,350.0,23,11,23,2025,A,0,0,R339544,0.0,,138.72,ESP,GR339544,Transient-Party,0,No Deposit,TA/TO,HTL-R-0008,0,0,11,Groups,Undefined,0,0,STANDARD_RESORT,65.28,0,Check-Out,2015-12-08,A,204,RESORT,SRC_RESORT_HOTEL,1,2,0,3,Albufeira,Spain,,HTL-R-105732DFDB,Albufeira Resort Hotel 0008,4
R0339564,68,2,350.0,23,11,32,2025,A,0,0,R339565,0.0,,138.72,ESP,GR339565,Transient-Party,0,No Deposit,TA/TO,HTL-R-0164,0,0,11,Groups,Undefined,0,0,ALL_INCLUSIVE,65.28,0,Check-Out,2015-12-08,A,204,RESORT,SRC_RESORT_HOTEL,1,2,0,3,Funchal,Spain,,HTL-R-3A9E20AA1C,Funchal Resort Hotel 0164,3
R0339769,48,2,240.0,23,11,3,2025,D,0,0,R339770,0.0,,32.64,PRT,GR339770,Transient,0,No Deposit,TA/TO,HTL-R-0114,0,0,1,Online TA,BB,0,0,STANDARD_RESORT,15.36,0,Check-Out,2015-12-13,D,48,RESORT,SRC_RESORT_HOTEL,1,0,1,1,Funchal,Portugal,,HTL-R-42CCCAB5C0,Funchal Resort Hotel 0114,4
R0342032,99,2,240.0,23,11,37,2025,G,0,0,R342033,2.0,,134.64,ESP,GR342033,Transient,0,No Deposit,TA/TO,HTL-R-0100,0,0,6,Online TA,BB,0,0,WEEKEND_GETAWAY,63.36,1,Check-Out,2016-03-04,G,198,RESORT,SRC_RESORT_HOTEL,2,0,0,2,Funchal,Spain,,HTL-R-B07EEE8F4A,Funchal Resort Hotel 0100,4
R0342743,66,2,240.0,23,11,35,2025,C,0,0,R342744,0.0,,44.88,FRA,GR342744,Transient,0,No Deposit,TA/TO,HTL-R-0150,0,0,10,Online TA,BB,0,0,STANDARD_RESORT,21.12,1,Check-Out,2016-03-22,A,66,RESORT,SRC_RESORT_HOTEL,0,1,1,1,Funchal,France,,HTL-R-27C3AD2E25,Funchal Resort Hotel 0150,4
R0343349,65,2,240.0,23,11,34,2025,D,0,1,R343350,0.0,,44.2,PRT,GR343350,Transient-Party,0,No Deposit,TA/TO,HTL-R-0045,0,0,45,Online TA,BB,0,0,ALL_INCLUSIVE,20.8,0,Check-Out,2016-04-09,A,65,RESORT,SRC_RESORT_HOTEL,1,0,2,1,Albufeira,Portugal,,HTL-R-143E52758A,Albufeira Resort Hotel 0045,3
R0343586,46,2,177.0,23,11,21,2025,A,0,0,R343587,0.0,,218.96,DEU,GR343587,Transient,0,No Deposit,TA/TO,HTL-R-0244,0,0,4,Offline TA/TO,BB,0,0,SPA_ESCAPE,103.04,0,Check-Out,2016-04-15,A,322,RESORT,SRC_RESORT_HOTEL,5,2,0,7,Lagos,Germany,,HTL-R-15A4959993,Lagos Resort Hotel 0244,5
R0343659,90.09,2,241.0,23,11,9,2025,E,0,0,R343660,1.0,,183.7836,ESP,GR343660,Transient,0,No Deposit,TA/TO,HTL-R-0101,0,0,8,Online TA,HB,0,0,STANDARD_RESORT,86.4864,0,Check-Out,2016-04-17,E,270.27,RESORT,SRC_RESORT_HOTEL,3,0,0,3,Funchal,Spain,,HTL-R-0FFA629C69,Funchal Resort Hotel 0101,3
R0344147,39.4,2,40.0,23,11,49,2025,A,0,0,R344148,0.0,,187.544,GBR,GR344148,Contract,0,No Deposit,TA/TO,HTL-R-0072,0,0,100,Offline TA/TO,BB,0,0,STANDARD_RESORT,88.256,0,Check-Out,2016-04-30,A,275.8,RESORT,SRC_RESORT_HOTEL,5,2,1,7,Albufeira,United Kingdom,,HTL-R-F5C229A683,Albufeira Resort Hotel 0072,5
R0344458,58,2,71.0,23,11,2,2025,D,0,0,R344459,0.0,,276.08,NLD,GR344459,Transient,0,No Deposit,TA/TO,HTL-R-0225,0,0,109,Offline TA/TO,BB,0,0,SPA_ESCAPE,129.92,0,Check-Out,2016-05-09,D,406,RESORT,SRC_RESORT_HOTEL,5,2,1,7,Lagos,Netherlands,,HTL-R-30D4A0B1B5,Lagos Resort Hotel 0225,4
R0345455,64.9,2,40.0,23,11,44,2025,D,0,0,R345456,0.0,,308.924,GBR,GR345456,Contract,0,No Deposit,TA/TO,HTL-R-0101,0,0,134,Offline TA/TO,BB,0,0,STANDARD_RESORT,145.376,0,Check-Out,2016-06-11,D,454.3,RESORT,SRC_RESORT_HOTEL,5,2,0,7,Funchal,United Kingdom,,HTL-R-1CDD282B9C,Funchal Resort Hotel 0101,3
R0034617,70,1,240.0,23,11,49,2025,C,0,0,R34618,0.0,,47.6,PRT,GR34618,Transient-Party,0,No Deposit,TA/TO,HTL-R-0042,0,0,0,Online TA,BB,0,0,WEEKEND_GETAWAY,22.4,0,Check-Out,2017-03-31,A,70,RESORT,SRC_RESORT_HOTEL,1,0,1,1,Albufeira,Portugal,,HTL-R-607AB365BD,Albufeira Resort Hotel 0042,5
R0346592,149,2,240.0,23,11,52,2025,D,0,0,R346593,0.0,,101.32,CHN,GR346593,Transient,0,No Deposit,TA/TO,HTL-R-0216,0,0,0,Online TA,BB,0,0,ALL_INCLUSIVE,47.68,0,Check-Out,2016-07-22,D,149,RESORT,SRC_RESORT_HOTEL,1,0,1,1,Lagos,China,,HTL-R-CB69F1AD31,Lagos Resort Hotel 0216,5
R0347698,179,2,,23,11,40,2025,A,0,0,R347699,0.0,,121.72,PRT,GR347699,Transient,0,No Deposit,Direct,HTL-R-0220,0,0,0,Direct,BB,0,0,SPA_ESCAPE,57.28,0,Check-Out,2016-08-23,A,179,RESORT,SRC_RESORT_HOTEL,0,1,1,1,Lagos,Portugal,,HTL-R-262E132B70,Lagos Resort Hotel 0220,5
R0034789,61.6,1,127.0,23,11,3,2025,D,0,0,R34790,0.0,,41.888,PRT,GR34790,Transient-Party,0,No Deposit,TA/TO,HTL-R-0166,0,0,1,Online TA,BB,0,0,FAMILY_PACKAGE,19.712,0,Check-Out,2017-04-05,A,61.6,RESORT,SRC_RESORT_HOTEL,1,0,0,1,Funchal,Portugal,,HTL-R-C1E3189A71,Funchal Resort Hotel 0166,4
R0347951,113.05,2,75.0,23,11,21,2025,E,0,0,R347952,0.0,,307.496,DEU,GR347952,Contract,0,No Deposit,TA/TO,HTL-R-0231,0,0,205,Offline TA/TO,BB,0,0,WEEKEND_GETAWAY,144.704,0,Check-Out,2016-08-30,E,452.2,RESORT,SRC_RESORT_HOTEL,2,2,0,4,Lagos,Germany,,HTL-R-E8866A9B6D,Lagos Resort Hotel 0231,3
R0034873,77,2,250.0,23,11,51,2025,A,0,0,R34874,0.0,,104.72,CHE,GR34874,Transient,0,No Deposit,Direct,HTL-R-0237,0,0,33,Direct,BB,0,0,WEEKEND_GETAWAY,49.28,1,Check-Out,2017-04-08,A,154,RESORT,SRC_RESORT_HOTEL,2,0,0,2,Lagos,Switzerland,,HTL-R-EE0A6AC855,Lagos Resort Hotel 0237,4
R0350025,94,2,40.0,23,11,3,2025,A,0,0,R350026,0.0,,447.44,GBR,GR350026,Transient,0,No Deposit,TA/TO,HTL-R-0047,0,0,133,Offline TA/TO,Undefined,0,0,WEEKEND_GETAWAY,210.56,0,Check-Out,2016-10-31,A,658,RESORT,SRC_RESORT_HOTEL,5,2,2,7,Albufeira,United Kingdom,,HTL-R-C929413311,Albufeira Resort Hotel 0047,4
R0350979,54,2,240.0,23,11,45,2025,A,0,0,R350980,0.0,,110.16,ESP,GR350980,Transient,0,No Deposit,TA/TO,HTL-R-0139,0,0,5,Online TA,BB,0,0,STANDARD_RESORT,51.84,1,Check-Out,2016-11-25,A,162,RESORT,SRC_RESORT_HOTEL,3,0,0,3,Funchal,Spain,,HTL-R-EA5B9570A9,Funchal Resort Hotel 0139,4
R0353611,81.76,2,40.0,23,11,24,2025,E,0,0,R353612,0.0,,389.1776,GBR,GR353612,Transient,0,No Deposit,TA/TO,HTL-R-0171,0,0,35,Offline TA/TO,HB,0,0,STANDARD_RESORT,183.1424,0,Check-Out,2017-02-16,E,572.32,RESORT,SRC_RESORT_HOTEL,5,2,0,7,Lagos,United Kingdom,,HTL-R-8886B5C338,Lagos Resort Hotel 0171,3
R0354008,58,3,,23,11,18,2025,A,0,1,R354009,0.0,405.0,157.76,GBR,GR354009,Transient-Party,0,No Deposit,Corporate,HTL-R-0125,0,0,70,Corporate,BB,0,0,WEEKEND_GETAWAY,74.24,0,Check-Out,2017-02-26,A,232,RESORT,SRC_RESORT_HOTEL,4,0,0,4,Funchal,United Kingdom,,HTL-R-5269310240,Funchal Resort Hotel 0125,4
R0354955,60.65,2,40.0,23,11,35,2025,E,0,0,R354956,0.0,,288.694,GBR,GR354956,Transient,0,No Deposit,TA/TO,HTL-R-0103,0,0,145,Offline TA/TO,BB,0,0,WEEKEND_GETAWAY,135.856,0,Check-Out,2017-03-26,E,424.55,RESORT,SRC_RESORT_HOTEL,5,2,0,7,Funchal,United Kingdom,,HTL-R-C92DE8B2E1,Funchal Resort Hotel 0103,4
R0357003,0,2,240.0,23,11,41,2025,I,0,0,R357004,0.0,,0,PRT,GR357004,Transient,0,No Deposit,TA/TO,HTL-R-0222,0,0,213,Online TA,BB,0,0,ALL_INCLUSIVE,0,0,Check-Out,2017-05-23,D,0,RESORT,SRC_RESORT_HOTEL,0,0,1,0,Lagos,Portugal,,HTL-R-9F0E35F876,Lagos Resort Hotel 0222,3
R0357237,85,2,240.0,23,11,18,2025,A,0,0,R357238,0.0,,404.6,IRL,GR357238,Transient,0,No Deposit,TA/TO,HTL-R-0097,0,0,102,Online TA,BB,0,0,SPA_ESCAPE,190.4,0,Check-Out,2017-05-28,A,595,RESORT,SRC_RESORT_HOTEL,5,2,1,7,Funchal,Ireland,,HTL-R-0C05DE58AF,Funchal Resort Hotel 0097,4
R0000357,123,2,240.0,23,11,25,2025,E,0,0,R358,0.0,,0,PRT,GR358,Transient,0,No Deposit,TA/TO,HTL-R-0010,1,0,45,Online TA,BB,0,0,SPA_ESCAPE,0,0,Canceled,2015-06-18,E,0,RESORT,SRC_RESORT_HOTEL,1,1,0,2,Albufeira,Portugal,,HTL-R-BBF1862C89,Albufeira Resort Hotel 0010,3
R0358036,96.4,2,243.0,23,11,3,2025,D,0,0,R358037,0.0,,458.864,GBR,GR358037,Contract,0,No Deposit,TA/TO,HTL-R-0154,0,0,217,Offline TA/TO,HB,0,0,ALL_INCLUSIVE,215.936,0,Check-Out,2017-06-22,D,674.8,RESORT,SRC_RESORT_HOTEL,5,2,4,7,Funchal,United Kingdom,,HTL-R-57423161D0,Funchal Resort Hotel 0154,5
R0358250,204,3,250.0,23,11,49,2025,H,0,0,R358251,0.0,,554.88,ESP,GR358251,Transient,0,No Deposit,Direct,HTL-R-0011,0,0,115,Direct,BB,0,0,ALL_INCLUSIVE,261.12,1,Check-Out,2017-06-29,H,816,RESORT,SRC_RESORT_HOTEL,2,2,0,4,Albufeira,Spain,,HTL-R-446AEF4645,Albufeira Resort Hotel 0011,3
R0358360,84.8,2,243.0,23,11,30,2025,D,0,0,R358361,0.0,,403.648,GBR,GR358361,Transient,0,No Deposit,TA/TO,HTL-R-0055,0,0,152,Offline TA/TO,BB,0,0,SPA_ESCAPE,189.952,0,Check-Out,2017-07-02,D,593.6,RESORT,SRC_RESORT_HOTEL,5,2,0,7,Albufeira,United Kingdom,,HTL-R-998DC40768,Albufeira Resort Hotel 0055,3
R0358575,116.64,2,,23,11,4,2025,E,0,0,R358576,0.0,,158.6304,PRT,GR358576,Transient-Party,0,No Deposit,Direct,HTL-R-0080,0,0,253,Groups,BB,0,0,WEEKEND_GETAWAY,74.6496,0,Check-Out,2017-07-09,E,233.28,RESORT,SRC_RESORT_HOTEL,2,0,0,2,Albufeira,Portugal,,HTL-R-DCBACDD355,Albufeira Resort Hotel 0080,4
R0359170,244,2,240.0,23,11,34,2025,G,0,2,R359171,2.0,,1161.44,RUS,GR359171,Transient,0,No Deposit,TA/TO,HTL-R-0231,0,0,275,Online TA,BB,0,0,FAMILY_PACKAGE,546.56,0,Check-Out,2017-07-27,G,1708,RESORT,SRC_RESORT_HOTEL,5,2,1,7,Lagos,Russia,,HTL-R-3B2AC4CDDA,Lagos Resort Hotel 0231,3
R0359702,215,2,250.0,23,11,3,2025,C,0,0,R359703,2.0,,584.8,DNK,GR359703,Transient,0,No Deposit,Direct,HTL-R-0050,0,0,163,Direct,BB,0,0,FAMILY_PACKAGE,275.2,0,Check-Out,2017-08-12,C,860,RESORT,SRC_RESORT_HOTEL,4,0,4,4,Albufeira,Denmark,,HTL-R-1BAA117F21,Albufeira Resort Hotel 0050,4
R0360522,187,2,250.0,23,11,44,2025,F,0,0,R360523,0.0,,890.12,GBR,GR360523,Transient,0,No Deposit,Direct,HTL-R-0005,0,0,210,Direct,BB,0,0,ALL_INCLUSIVE,418.88,0,Check-Out,2017-09-07,F,1309,RESORT,SRC_RESORT_HOTEL,5,2,1,7,Albufeira,United Kingdom,,HTL-R-E731C02D71,Albufeira Resort Hotel 0005,4
R0360839,131,2,240.0,23,11,10,2025,A,0,0,R360840,0.0,,267.24,ESP,GR360840,Transient,0,No Deposit,TA/TO,HTL-R-0116,0,0,8,Online TA,BB,0,0,STANDARD_RESORT,125.76,0,Check-Out,2015-07-14,A,393,RESORT,SRC_RESORT_HOTEL,1,2,0,3,Funchal,Spain,,HTL-R-7EBAF3257C,Funchal Resort Hotel 0116,5
R0360923,134.25,2,240.0,23,11,50,2025,A,0,1,R360924,0.0,,365.16,ESP,GR360924,Transient,0,No Deposit,TA/TO,HTL-R-0017,0,0,56,Online TA,HB,0,0,WEEKEND_GETAWAY,171.84,1,Check-Out,2015-07-17,A,537,RESORT,SRC_RESORT_HOTEL,3,1,0,4,Albufeira,Spain,,HTL-R-805693E2D5,Albufeira Resort Hotel 0017,5
R0360933,101.8,2,250.0,23,11,52,2025,A,0,0,R360934,0.0,,346.12,PRT,GR360934,Transient,0,No Deposit,Direct,HTL-R-0024,0,0,76,Direct,BB,0,0,STANDARD_RESORT,162.88,0,Check-Out,2015-07-19,A,509,RESORT,SRC_RESORT_HOTEL,5,0,0,5,Albufeira,Portugal,,HTL-R-47F738F7C1,Albufeira Resort Hotel 0024,3
R0361052,167,2,240.0,23,11,35,2025,D,0,0,R361053,0.0,,794.92,PRT,GR361053,Transient,0,No Deposit,TA/TO,HTL-R-0140,0,0,45,Online TA,HB,0,0,SPA_ESCAPE,374.08,0,Check-Out,2015-07-25,D,1169,RESORT,SRC_RESORT_HOTEL,5,2,0,7,Funchal,Portugal,,HTL-R-3B7C244693,Funchal Resort Hotel 0140,4
R0364387,36.86,2,241.0,23,11,14,2025,E,0,0,R364388,0.0,,100.2592,GBR,GR364388,Transient,0,No Deposit,TA/TO,HTL-R-0209,0,0,160,Online TA,BB,0,0,ALL_INCLUSIVE,47.1808,0,Check-Out,2016-01-29,E,147.44,RESORT,SRC_RESORT_HOTEL,3,1,1,4,Lagos,United Kingdom,,HTL-R-9D1DAD7FE8,Lagos Resort Hotel 0209,4
R0364598,32.4,2,240.0,23,11,33,2025,A,0,0,R364599,0.0,,0,PRT,GR364599,Transient,0,No Deposit,TA/TO,HTL-R-0157,1,0,151,Online TA,BB,0,0,WEEKEND_GETAWAY,0,0,Canceled,2016-02-02,A,0,RESORT,SRC_RESORT_HOTEL,2,0,1,2,Funchal,Portugal,,HTL-R-40095038B8,Funchal Resort Hotel 0157,3
R0364650,58,2,240.0,23,11,27,2025,A,0,0,R364651,0.0,,0,PRT,GR364651,Transient,0,No Deposit,TA/TO,HTL-R-0245,1,0,38,Online TA,BB,0,0,WEEKEND_GETAWAY,0,0,Canceled,2016-01-16,A,0,RESORT,SRC_RESORT_HOTEL,1,0,0,1,Lagos,Portugal,,HTL-R-9E39960420,Lagos Resort Hotel 0245,5
R0364941,34.2,1,177.0,23,11,2,2025,A,0,1,R364942,0.0,,0,PRT,GR364942,Contract,0,No Deposit,TA/TO,HTL-R-0244,1,0,65,Offline TA/TO,HB,0,0,ALL_INCLUSIVE,0,0,Canceled,2016-01-29,A,0,RESORT,SRC_RESORT_HOTEL,3,2,0,5,Lagos,Portugal,,HTL-R-4DEA6691CB,Lagos Resort Hotel 0244,5
